,content
1970,salient features of the information technology intermediary guidelines and digital media ethics code rules
1971,addressing the gathering dg nmcg apprised the audience about the concept of arth ganga which looks to establish the river people connect through the bridge of economics to ensure sustainability of the projects taken up by namami gange
1972,the octacopter developed by nal can be used for variety of bvlos beyond visual line of sight applications for last mile delivery of medicines vaccines food postal packets human organs etc the ministry of civil aviation government of india has granted conditional permission to csir nal for conducting bvlo flight trials on 13th september 2021
1973,the government will study technology frameworks to ensure smooth implementation of the vaccination drive
1974,msmes owned by women under udyam registration from 01 07 2020 to 31 03 2021
1975,private sector banks disbursed 61 358 loans as on march 24 2022
1976,dr jitendra singh announces setting up of dr rajendra prasad memorial award in public administration
1977,the xvfc report is organised in four volumes
1978,aim and samridh have announced new partnership aim will invest in small and medium health enterprises to invest in healthcare solutions
1979,dr n pandey dedicates bhel first coal to methanol pilot plant to the nation as part of azadi ka amrit mahotsav he also inaugurates an exhibition on products developed under aatmanirbhar bharat at hel hyderabad unit
1980,weekly positivity rate 0 less than 1 for last 37days
1981,representatives from the states of uttar pradesh rajasthan madhya pradesh and west bengal took part in felicitation ceremony
1982,view the full details by clicking the link below
1983,the annual budget discussion is being held in delhi
1984,cabinet observed silence for two minutes in the memory of shri suresh angadi
1985,our economic relations are the strongest pillar of the india japan special strategic and global partnership
